SampleName,SampleNr,Accession,Domestication,Treatment,TreatmentNr,PlantNr,Greenhouse,Table,block_n,Rows,Cols,Plots,Induction.Nr.CP,Induction.Nr.FP,Block_n,Rhizosphere_soil_analysis,GSL_Root_analysis,Root_samples_left_over_after_GSL_analysis,GSL_leaf_analyis,Leave_samples_left_over_after_GSL_analysis,notes_CP,L_GSL_Leaf_weight_mg,L_Total_GSL,L_Total_Aliphatic,L_Total_Indol,L_Progoitrin,L_Glucoraphanin,L_Sinigrin,L_Gluconapin,L_Glucoerucin,L_Glucobrassicin,L_Methoxy_glucobrassicin,L_Neoglucobrassicin,L_Gluconasturtiin,L_X3MSOP,L_X5MSOP,L_X4.Pent,L_X4OHI3M,L_Note_GSL,R_GSL_Leaf_weight_mg,R_Total_GSL,R_Total_Aliphatic,R_Total_Indol,R_Progoitrin,R_Glucoraphanin,R_Sinigrin,R_Gluconapin,R_Glucoerucin,R_Glucobrassicin,R_Methoxy_glucobrassicin,R_Neoglucobrassicin,R_Gluconasturtiin,R_X3MSOP,R_X5MSOP,R_X4.Pent,R_X4OHI3M,R_Note_GSL,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival
C187,187,HM,Cultivated,Mb,10,7,1,2,7,4,3,159,2,1,7,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.335,,2,2
C188,188,HM,Cultivated,Mb,10,8,1,2,8,6,2,190,2,1,8,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.859,,2,2
C189,189,HM,Cultivated,Mb,10,9,1,2,9,6,1,213,2,1,9,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.516,,2,1
C190,190,HM,Cultivated,Mb,10,10,1,2,10,1,4,220,2,1,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,,2,1
C191,191,HM,Cultivated,Mb,10,11,2,3,11,5,3,259,2,1,11,0,0,0,1,0,,8.7,0.15,0.13,0.01,0,0,0.13,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.547,,2,2
C192,192,HM,Cultivated,Mb,10,12,2,3,12,5,1,281,2,1,12,0,0,0,1,0,,9.6,0.45,0.44,0.01,0,0,0.44,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.431,,2,2
C193,193,HM,Cultivated,Mb,10,13,2,3,13,2,2,294,2,1,13,0,0,0,1,0,,11.9,0.69,0.68,0.01,0,0,0.68,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1345,,2,2
C194,194,HM,Cultivated,Mb,10,14,2,3,14,2,4,320,2,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4975,,2,2
C195,195,HM,Cultivated,Mb,10,15,2,3,15,3,1,345,2,1,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.112,,2,1
C196,196,HM,Cultivated,Mb,10,16,2,4,16,4,4,376,2,1,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,0.56,0.15,0.38,0.04,0.01,0.06,0,0.04,0.09,0.29,0,0.02,NA,NA,NA,NA,,5.455,,2,1
C197,197,HM,Cultivated,Mb,10,17,2,4,17,1,3,387,2,1,17,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,0.78,0.29,0.45,0.07,0.02,0.13,0,0.07,0.1,0.35,0,0.05,NA,NA,NA,NA,,6.737,,2,1
C198,198,HM,Cultivated,Mb,10,18,2,4,18,3,4,420,2,1,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,0.58,0.1,0.47,0.02,0.01,0.05,0,0.02,0.05,0.38,0.04,0,NA,NA,NA,NA,,4.9355,,2,2
C199,199,HM,Cultivated,Mb,10,19,2,4,19,5,2,450,2,1,19,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,0.91,0.3,0.57,0.04,0.02,0.15,0,0.09,0.07,0.5,0,0.04,NA,NA,NA,NA,,1.872,,2,2
C200,200,HM,Cultivated,Mb,10,20,2,4,20,2,1,461,2,1,20,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.86,0.32,0.5,0.09,0.02,0.14,0,0.07,0.1,0.4,0,0.03,NA,NA,NA,NA,,5.0275,,2,2
CE56,E56,HM,Cultivated,Mb,10,NA,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,plus four plutella,2,1
CE58,E58,HM,Cultivated,Mb,10,NA,2,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.971,,2,2
C201,201,IT1,Cultivated,Co,11,1,1,1,1,6,1,21,0,1,1,0,0,0,1,0,,7.7,0.81,0.8,0.01,0,0,0.8,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C202,202,IT1,Cultivated,Co,11,2,1,1,2,5,3,43,0,1,2,0,0,0,1,0,,10.9,0.83,0.81,0.02,0,0,0.81,0,0,0.02,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C203,203,IT1,Cultivated,Co,11,5,1,1,5,6,3,119,0,1,5,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C204,204,IT1,Cultivated,Co,11,6,1,2,6,3,4,132,0,1,6,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C205,205,IT1,Cultivated,Co,11,7,1,2,7,1,1,145,0,1,7,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C206,206,IT1,Cultivated,Co,11,3,1,1,3,6,4,72,0,1,3,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C207,207,IT1,Cultivated,Co,11,4,1,1,4,2,2,78,0,1,4,1,0,1,0,0,"Plant was small, infested with Mb?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C208,208,IT1,Cultivated,Co,11,8,1,2,8,4,1,181,0,1,8,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,0.47,0.12,0.35,0,0.03,0.05,0,0.04,0.18,0.17,0,0,NA,NA,NA,NA,,NA,NA,NA,NA
C209,209,IT1,Cultivated,Co,11,9,1,2,9,5,1,209,0,1,9,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C210,210,IT1,Cultivated,Co,11,10,1,2,10,4,3,231,0,1,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C211,211,IT1,Cultivated,Co,11,11,2,3,11,4,4,256,0,1,11,0,0,0,1,0,,6.8,0.01,0,0.01,0,0,0,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C212,212,IT1,Cultivated,Co,11,12,2,3,12,3,3,275,0,1,12,0,0,0,1,0,,8,0.53,0.52,0.01,0,0,0.52,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C213,213,IT1,Cultivated,Co,11,13,2,3,13,4,2,302,0,1,13,0,0,0,1,0,,10,0.47,0.47,0,0,0,0.47,0,0,0,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C214,214,IT1,Cultivated,Co,11,14,2,3,14,3,1,321,0,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C215,215,IT1,Cultivated,Co,11,15,2,3,15,3,2,346,0,1,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C216,216,IT1,Cultivated,Co,11,16,2,4,16,5,2,378,0,1,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,1.21,0.1,1.04,0,0.02,0,0,0.08,0.15,0.6,0.29,0.07,NA,NA,NA,NA,,NA,NA,NA,NA
C217,217,IT1,Cultivated,Co,11,17,2,4,17,1,4,388,0,1,17,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C218,218,IT1,Cultivated,Co,11,18,2,4,18,1,3,411,0,1,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,0.28,0.05,0.22,0,0.01,0.01,0,0.03,0.03,0.12,0.07,0.02,NA,NA,NA,NA,,NA,NA,NA,NA
C219,219,IT1,Cultivated,Co,11,19,2,4,19,2,4,440,0,1,19,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.28,0.05,0.22,0,0.01,0.02,0,0.02,0.06,0.12,0.04,0,NA,NA,NA,NA,,NA,NA,NA,NA
C220,220,IT1,Cultivated,Co,11,20,2,4,20,2,3,463,0,1,20,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,0.23,0.04,0.15,0,0.01,0,0,0.03,0.03,0.12,0,0.04,NA,NA,NA,NA,,NA,NA,NA,NA
C221,221,IT1,Cultivated,Mb,12,1,1,1,1,5,3,19,4,1,1,0,0,0,1,0,,6.2,1.62,1.61,0.01,0,0,1.61,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84225,,4,4
C222,222,IT1,Cultivated,Mb,12,2,1,1,2,5,4,44,4,1,2,0,0,0,1,0,,8.2,0.24,0.24,0.01,0,0,0.24,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41525,,4,4
C223,223,IT1,Cultivated,Mb,12,5,1,1,5,6,4,120,4,1,5,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4025,,4,4
C224,224,IT1,Cultivated,Mb,12,6,1,2,6,4,3,135,4,1,6,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8475,weird looking plant,4,2
C225,225,IT1,Cultivated,Mb,12,7,1,2,7,2,2,150,4,1,7,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.896,,4,4
C226,226,IT1,Cultivated,Mb,12,3,1,1,3,3,1,57,4,1,3,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,1 cat fell,4,4
C227,227,IT1,Cultivated,Mb,12,4,1,1,4,3,4,84,4,1,4,1,0,1,0,0,does not exist?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5495,,4,4
C228,228,IT1,Cultivated,Mb,12,8,1,2,8,4,4,184,4,1,8,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4745,,4,4
C229,229,IT1,Cultivated,Mb,12,9,1,2,9,1,3,195,4,1,9,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.165,,4,4
C230,230,IT1,Cultivated,Mb,12,10,1,2,10,1,2,218,4,1,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.476666667,,4,3
C231,231,IT1,Cultivated,Mb,12,11,2,3,11,2,4,248,4,1,11,0,0,0,1,0,,8.2,1.09,1.09,0.01,0,0,1.09,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.881,,4,3
C232,232,IT1,Cultivated,Mb,12,12,2,3,12,2,3,271,4,1,12,0,0,0,1,0,,10.2,0.49,0.46,0.03,0,0,0.46,0,0,0.03,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.90725,,4,4
C233,233,IT1,Cultivated,Mb,12,13,2,3,13,6,1,309,4,1,13,0,0,0,1,0,,9.8,0.59,0.59,0.01,0,0,0.59,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34325,,4,4
C234,234,IT1,Cultivated,Mb,12,14,2,3,14,5,2,330,4,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.617333333,,4,3
C235,235,IT1,Cultivated,Mb,12,15,2,3,15,2,1,341,4,1,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.072,,4,3
C236,236,IT1,Cultivated,Mb,12,16,2,4,16,1,1,361,4,1,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,0.88,0.1,0.66,0,0.03,0.01,0,0.06,0.09,0.47,0.1,0.12,NA,NA,NA,NA,,6.272,,4,4
C237,237,IT1,Cultivated,Mb,12,17,2,4,17,4,1,397,4,1,17,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.63,0.12,0.5,0,0.02,0,0,0.1,0.05,0.26,0.19,0.01,NA,NA,NA,NA,,5.5355,,4,4
C238,238,IT1,Cultivated,Mb,12,18,2,4,18,3,2,418,4,1,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,0.59,0.1,0.49,0,0.02,0.02,0,0.06,0.13,0.28,0.08,0,NA,NA,NA,NA,,6.0305,,4,4
C239,239,IT1,Cultivated,Mb,12,19,2,4,19,6,3,455,4,1,19,1,1,0,0,0,this plant was originally E72 and replaced at rhizosphere collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,0.24,0.07,0.15,0,0.03,0,0,0.04,0.03,0.05,0.07,0.02,NA,NA,NA,NA,this plant was originally E72 and replaced at rhizosphere collection,NA,NA,4,0
C240,240,IT1,Cultivated,Mb,12,20,2,4,20,4,2,470,4,1,20,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.75,0.14,0.58,0.02,0.02,0.04,0,0.06,0.28,0.19,0.11,0.03,NA,NA,NA,NA,,4.842,,4,4
CE66,E66,IT1,Cultivated,Mb,12,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.528,,4,1
CE67,E67,IT1,Cultivated,Mb,12,NA,1,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.261,malformed plant,4,2
CE72,E72,IT1,Cultivated,Mb,12,NA,2,4,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.874,,4,4
C241,241,KI,Wild,Co,13,1,1,1,1,3,1,9,0,2,1,0,0,0,1,0,,8,0.77,0.16,0.61,0,0,0.16,0,0,0.61,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C242,242,KI,Wild,Co,13,2,1,1,2,6,4,48,0,2,2,0,0,0,1,0,,11.2,0.45,0.43,0.02,0,0,0.43,0,0,0.02,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C243,243,KI,Wild,Co,13,3,1,1,3,6,2,70,0,2,3,0,0,0,1,0,,12.2,0.45,0.42,0.03,0,0,0.42,0,0,0.03,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C244,244,KI,Wild,Co,13,4,1,1,4,5,3,91,0,2,4,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C245,245,KI,Wild,Co,13,5,1,1,5,3,4,108,0,2,5,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C246,246,KI,Wild,Co,13,6,1,2,6,2,4,128,0,2,6,1,0,1,0,0,Label of GSL root sample is hard to reed and may be another sample althoug this is the most likely one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C247,247,KI,Wild,Co,13,7,1,2,7,3,3,155,0,2,7,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C248,248,KI,Wild,Co,13,8,1,2,8,2,1,173,0,2,8,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C249,249,KI,Wild,Co,13,9,1,2,9,5,2,210,0,2,9,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C250,250,KI,Wild,Co,13,10,1,2,10,2,3,223,0,2,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C251,251,KI,Wild,Co,13,11,2,3,11,1,2,242,0,2,11,0,0,0,1,0,,13,0.77,0.75,0.01,0,0,0.75,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C252,252,KI,Wild,Co,13,12,2,3,12,4,2,278,0,2,12,0,0,0,1,0,,8.8,1.12,1.11,0.01,0,0,1.11,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C253,253,KI,Wild,Co,13,13,2,3,13,1,4,292,0,2,13,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C254,254,KI,Wild,Co,13,14,2,3,14,5,1,329,0,2,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C255,255,KI,Wild,Co,13,15,2,3,15,1,1,337,0,2,15,1,1,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,0.86,0.27,0.51,0.08,0,0.14,0,0.05,0.06,0.35,0.1,0.08,NA,NA,NA,NA,,NA,NA,NA,NA
C256,256,KI,Wild,Co,13,16,2,4,16,3,2,370,0,2,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,0.53,0.26,0.22,0.14,0,0.09,0,0.03,0.06,0.16,0,0.05,NA,NA,NA,NA,,NA,NA,NA,NA
C257,257,KI,Wild,Co,13,17,2,4,17,6,1,405,0,2,17,1,1,0,0,0,This plant was originally E76 and replaced at rhizosphere collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,0.88,0.04,0.65,0,0,0,0,0.04,0.62,0.03,0,0.19,NA,NA,NA,NA,This plant was originally E76 and replaced at rhizosphere collection,NA,NA,NA,NA
C258,258,KI,Wild,Co,13,18,2,4,18,6,3,431,0,2,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1.83,0.71,0.61,0.06,0.05,0.27,0,0.33,0.04,0.33,0.24,0.51,NA,NA,NA,NA,,NA,NA,NA,NA
