SampleName,SampleNr,Accession,Domestication,Treatment,TreatmentNr,PlantNr,Greenhouse,Table,block_n,Rows,Cols,Plots,Induction.Nr.CP,Induction.Nr.FP,Block_n,Rhizosphere_soil_analysis,GSL_Root_analysis,Root_samples_left_over_after_GSL_analysis,GSL_leaf_analyis,Leave_samples_left_over_after_GSL_analysis,notes_CP,L_GSL_Leaf_weight_mg,L_Total_GSL,L_Total_Aliphatic,L_Total_Indol,L_Progoitrin,L_Glucoraphanin,L_Sinigrin,L_Gluconapin,L_Glucoerucin,L_Glucobrassicin,L_Methoxy_glucobrassicin,L_Neoglucobrassicin,L_Gluconasturtiin,L_X3MSOP,L_X5MSOP,L_X4.Pent,L_X4OHI3M,L_Note_GSL,R_GSL_Leaf_weight_mg,R_Total_GSL,R_Total_Aliphatic,R_Total_Indol,R_Progoitrin,R_Glucoraphanin,R_Sinigrin,R_Gluconapin,R_Glucoerucin,R_Glucobrassicin,R_Methoxy_glucobrassicin,R_Neoglucobrassicin,R_Gluconasturtiin,R_X3MSOP,R_X5MSOP,R_X4.Pent,R_X4OHI3M,R_Note_GSL,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival
C365,365,RI,Cultivated,Co,19,5,1,1,5,4,3,111,0,1,5,1,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C366,366,RI,Cultivated,Co,19,6,1,2,6,2,1,125,0,1,6,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,3.1,0.67,2.44,0.08,0.04,0.43,0,0.12,0.13,2.09,0.22,0,NA,NA,NA,NA,,NA,NA,NA,NA
C367,367,RI,Cultivated,Co,19,7,1,2,7,1,3,147,0,1,7,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2.97,0.42,2.55,0,0.04,0.25,0,0.13,0.16,2.1,0.29,0,NA,NA,NA,NA,,NA,NA,NA,NA
C368,368,RI,Cultivated,Co,19,8,1,2,8,6,4,192,0,1,8,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,2.95,1.21,1.73,0.27,0.07,0.72,0.02,0.13,0.12,1.32,0.29,0,NA,NA,NA,NA,,NA,NA,NA,NA
C369,369,RI,Cultivated,Co,19,9,1,2,9,1,1,193,0,1,9,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,1.73,0.64,1.01,0.06,0.04,0.43,0,0.11,0.07,0.8,0.14,0.06,NA,NA,NA,NA,,NA,NA,NA,NA
C370,370,RI,Cultivated,Co,19,10,1,2,10,5,2,234,0,1,10,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,2.95,1.08,1.88,0.12,0.08,0.75,0,0.13,0.13,1.49,0.26,0,NA,NA,NA,NA,,NA,NA,NA,NA
C371,371,RI,Cultivated,Co,19,11,2,3,11,5,4,260,0,1,11,0,0,0,1,0,,10,0.01,0,0.01,0,0,0,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C372,372,RI,Cultivated,Co,19,12,2,3,12,3,2,274,0,1,12,0,0,0,1,0,,10.4,0.69,0.68,0.01,0,0,0.68,0,0,0.01,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C373,373,RI,Cultivated,Co,19,13,2,3,13,6,3,311,0,1,13,0,0,0,1,0,,11.9,0.33,0.3,0.03,0,0,0.3,0,0,0.01,0,0.02,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C374,374,RI,Cultivated,Co,19,14,2,3,14,4,1,325,0,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C375,375,RI,Cultivated,Co,19,15,2,3,15,5,3,355,0,1,15,1,0,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C376,376,RI,Cultivated,Co,19,16,2,4,16,3,3,371,0,1,16,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C377,377,RI,Cultivated,Co,19,17,2,4,17,5,1,401,0,1,17,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C378,378,RI,Cultivated,Co,19,18,2,4,18,4,4,424,0,1,18,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C379,379,RI,Cultivated,Co,19,19,2,4,19,6,1,453,0,1,19,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C380,380,RI,Cultivated,Co,19,20,2,4,20,2,4,464,0,1,20,1,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C381,381,RI,Cultivated,Mb,20,1,1,1,1,2,4,8,3,1,1,0,0,0,1,0,too small,10.9,1.03,1.01,0.02,0,0,1.01,0,0,0.02,0,0,0,NA,NA,NA,NA,too small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.616666667,,3,3
C382,382,RI,Cultivated,Mb,20,2,1,1,2,1,1,25,3,1,2,0,0,0,1,0,,14,0.75,0.72,0.02,0,0,0.72,0,0,0.01,0.01,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.592666667,,3,3
C383,383,RI,Cultivated,Mb,20,3,1,1,3,1,4,52,3,1,3,0,0,0,1,0,,17.9,0.02,0,0.02,0,0,0,0,0,0.01,0,0.01,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.108,,3,3
C384,384,RI,Cultivated,Mb,20,4,1,1,4,1,2,74,3,1,4,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.663,,3,2
C385,385,RI,Cultivated,Mb,20,5,1,1,5,6,2,118,3,1,5,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.497333333,,3,3
C386,386,RI,Cultivated,Mb,20,6,1,2,6,4,4,136,3,1,6,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,2.65,0.74,1.91,0.08,0.04,0.5,0,0.12,0.24,1.34,0.33,0,NA,NA,NA,NA,Sample 386 and 388 pooled,5.4725,,3,2
C387,387,RI,Cultivated,Mb,20,7,1,2,7,5,2,162,3,1,7,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.927333333,,3,3
C388,388,RI,Cultivated,Mb,20,8,1,2,8,3,4,180,3,1,8,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.785,,3,2
C389,389,RI,Cultivated,Mb,20,9,1,2,9,5,3,211,3,1,9,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.966666667,,3,3
C390,390,RI,Cultivated,Mb,20,10,1,2,10,4,2,230,3,1,10,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.558,,3,3
C391,391,RI,Cultivated,Mb,20,11,2,3,11,3,3,251,3,1,11,0,0,0,1,0,One leaf broken,13.4,0.08,0,0.08,0,0,0,0,0,0.08,0,0,0,NA,NA,NA,NA,One leaf broken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.068,,3,3
C392,392,RI,Cultivated,Mb,20,12,2,3,12,1,2,266,3,1,12,0,0,0,1,0,,15.9,0.07,0.02,0.05,0,0,0.02,0,0,0.04,0.01,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.419333333,,3,3
C393,393,RI,Cultivated,Mb,20,13,2,3,13,5,1,305,3,1,13,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.095333333,,3,3
C394,394,RI,Cultivated,Mb,20,14,2,3,14,6,3,335,3,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,,3,2
C395,395,RI,Cultivated,Mb,20,15,2,3,15,2,3,343,3,1,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,,3,3
C396,396,RI,Cultivated,Mb,20,16,2,4,16,4,3,375,3,1,16,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.86,0.54,0.3,0.1,0.02,0.37,0,0.05,0.06,0.08,0.16,0.04,NA,NA,NA,NA,Sample 396 and 397 pooled,3.502,,3,2
C397,397,RI,Cultivated,Mb,20,17,2,4,17,2,1,389,3,1,17,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.982,,3,3
C398,398,RI,Cultivated,Mb,20,18,2,4,18,6,4,432,3,1,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,0.35,0.21,0.12,0,0.01,0.15,0,0.05,0.01,0.03,0.08,0.01,NA,NA,NA,NA,,1.033,,3,3
C399,399,RI,Cultivated,Mb,20,19,2,4,19,4,1,445,3,1,19,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.82,0.51,0.29,0.08,0.03,0.29,0,0.11,0.04,0.12,0.13,0.02,NA,NA,NA,NA,,1.204666667,,3,3
C400,400,RI,Cultivated,Mb,20,20,2,4,20,3,1,465,3,1,20,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.35,0.14,0.2,0,0,0.09,0,0.05,0.03,0.11,0.06,0.02,NA,NA,NA,NA,,2.680666667,,3,3
CE115,E115,RI,Cultivated,Mb,20,NA,1,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.121,,3,3
CE116,E116,RI,Cultivated,Mb,20,NA,1,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13775,,4,4
CE117,E117,RI,Cultivated,Mb,20,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4305,,3,2
CE118,E118,RI,Cultivated,Mb,20,NA,2,4,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5345,,3,2
CE119,E119,RI,Cultivated,Mb,20,NA,1,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.009666667,,3,3
CE120,E120,RI,Cultivated,Mb,20,NA,1,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4585,,3,2
CE145,E145,RI,Cultivated,Mb,20,NA,2,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.099,,3,3
CE147,E147,RI,Cultivated,Mb,20,NA,1,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.618,,3,2
CE150,E150,RI,Cultivated,Mb,20,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.747333333,,3,3
CE151,E151,RI,Cultivated,Mb,20,NA,2,4,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.991,,3,3
CE152,E152,RI,Cultivated,Mb,20,NA,2,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.545,,3,3
CE153,E153,RI,Cultivated,Mb,20,NA,2,4,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.387666667,,3,3
CE154,E154,RI,Cultivated,Mb,20,NA,2,4,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.887,,3,3
CE155,E155,RI,Cultivated,Mb,20,NA,2,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0405,,3,2
CE156,E156,RI,Cultivated,Mb,20,NA,2,4,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.798,,3,1
CE161,E161,RI,Cultivated,Mb,20,NA,2,4,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.872666667,,3,3
CE162,E162,RI,Cultivated,Mb,20,NA,2,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.179,,3,3
CE163,E163,RI,Cultivated,Mb,20,NA,2,4,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.704,,3,2
C441,441,VL,Wild,Co,23,1,1,1,1,5,2,18,0,1,1,0,0,0,0,0,does not exist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.755,,3,3
C442,442,VL,Wild,Co,23,2,1,1,2,4,4,40,0,1,2,0,0,0,1,0,,8.9,0.1,0.04,0.05,0.02,0,0.02,0,0,0.05,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C443,443,VL,Wild,Co,23,3,1,1,3,2,4,56,0,1,3,0,0,0,0,0,does not exist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.942,,3,2
C444,444,VL,Wild,Co,23,4,1,1,4,6,1,93,0,1,4,1,0,0,1,0,,9.8,0.13,0.04,0.08,0.01,0,0,0,0.03,0.05,0.02,0.01,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C445,445,VL,Wild,Co,23,5,1,1,5,3,3,107,0,1,5,1,1,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.53,0.19,0.26,0.14,0.01,0.01,0,0.03,0.05,0.17,0.04,0.07,NA,NA,NA,NA,,NA,NA,NA,NA
C446,446,VL,Wild,Co,23,6,1,2,6,1,3,123,0,1,6,0,0,0,0,0,does not exist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.132666667,infested by Ar as well,3,3
C447,447,VL,Wild,Co,23,7,1,2,7,5,1,161,0,1,7,1,0,1,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C448,448,VL,Wild,Co,23,8,1,2,8,2,2,174,0,1,8,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C449,449,VL,Wild,Co,23,9,1,2,9,1,4,196,0,1,9,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C450,450,VL,Wild,Co,23,10,1,2,10,3,1,225,0,1,10,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,0.3,0.21,0.07,0.16,0,0.03,0,0.02,0.02,0.02,0.03,0.02,NA,NA,NA,NA,,NA,NA,NA,NA
C451,451,VL,Wild,Co,23,11,2,3,11,3,2,250,0,1,11,0,0,0,1,0,,6.5,0.99,0.97,0.02,0.05,0.02,0.88,0.02,0,0.02,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C452,452,VL,Wild,Co,23,12,2,3,12,3,4,276,0,1,12,0,0,0,1,0,,9.8,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C453,453,VL,Wild,Co,23,13,2,3,13,1,1,289,0,1,13,0,0,0,1,0,,8.4,0.07,0.01,0.05,0.01,0,0,0,0,0.04,0,0.01,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C454,454,VL,Wild,Co,23,14,2,3,14,6,2,334,0,1,14,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C455,455,VL,Wild,Co,23,15,2,3,15,4,2,350,0,1,15,1,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C456,456,VL,Wild,Co,23,16,2,4,16,2,1,365,0,1,16,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C457,457,VL,Wild,Co,23,17,2,4,17,4,3,399,0,1,17,1,0,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C458,458,VL,Wild,Co,23,18,2,4,18,5,4,428,0,1,18,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,0.76,0.23,0.24,0.16,0.01,0,0,0.06,0.05,0.04,0.15,0.28,NA,NA,NA,NA,,NA,NA,NA,NA
C459,459,VL,Wild,Co,23,19,2,4,19,2,3,439,0,1,19,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,0.53,0.09,0.35,0,0.01,0.01,0.01,0.06,0.09,0.14,0.12,0.1,NA,NA,NA,NA,,NA,NA,NA,NA
C460,460,VL,Wild,Co,23,20,2,4,20,6,3,479,0,1,20,1,1,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1.43,0.39,0.2,0.29,0.01,0.01,0.01,0.07,0.05,0.07,0.08,0.85,NA,NA,NA,NA,,NA,NA,NA,NA
C461,461,VL,Wild,Mb,24,1,1,1,1,3,3,11,3,1,1,0,0,0,1,0,,6.9,0.34,0.06,0.27,0,0,0.04,0,0.02,0.27,0,0,0,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.662,,3,3
C462,462,VL,Wild,Mb,24,2,1,1,2,4,3,39,3,1,2,1,0,0,1,0,GSL leaves already analysed,11.45,40.99,8.41,30.66,8.19,NA,NA,0.22,NA,27.11,0.46,3.09,0.23,0.07,1.21,0.35,0.06,GSL leaves already analysed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.334333333,,3,3
