SampleName,SampleNr,Accession,Soil_conditioning,TreatmentNr,PlantNr,Batch,Table,Block_n,Block_g,Rows,Cols,plots,InductionNr_CP,InductionNr_FP,Caterpillar_biomass_Sample,Leaf_Damage_Sample,Leaf_Disk_GSL_Sample,C_N_Determination,Leftover_GSL_samples,Rhizosphere_Sample,Rhizoplane_Sample,Root_GSL_Sample,Root_biomass,Bulk_Soil_Sample,Top_Soil_Sample,Caterpillar_Microbe_Sample,Phylosphere_Sample,Glycerol_Stock,DNA_rhizosphere,DNA_rhizoplane,DNA_top_soil,DNA_Caterpillar,Note_FP,GSL_Leaf_weight_mg,Total_GSL,Total_Aliphatic,Total_Indol,Progoitrin,Glucoraphanin,Sinigrin,Gluconapin,Glucoerucin,Glucobrassicin,Methoxy_glucobrassicin,Gluconasturtiin ,Neoglucobrassicin,X3MSOP,X5MSOP,X4.Pent,X4OHI3M,Note_GSL,N_content,C_content,C_N_ratio,Note_C_N,Mean_Weight_Cat,Note_Cat_Weight,InductionNr,Survival,Dead,Survival_fraction,LnRR_Survival_PerBatch,LnRR,LnRR_Surv_Dom_PerBatch,LnRR_Surv_Dom,Root_Weight,Note_RootBiomass,Domestication
F048,48,DD,Co,3,8,1,2,8,3,4,3,183,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Wild
F068,68,DD,Mb,4,8,1,2,8,3,1,4,172,8,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2775,,2,2,0,1,1.466666667,1.692307692,0.935817154,0.895013333,,,Wild
F088,88,GO1,Co,5,8,1,2,8,3,6,1,189,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.966,,2,1,1,0.5,,,,,,,Cultivated
F108,108,GO1,Mb,6,8,1,2,8,3,5,2,186,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5585,,2,2,0,1,1.222222222,1.189189189,0.909370289,0.81729561,,,Cultivated
F128,128,HE,Co,7,8,1,2,8,3,3,3,179,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9635,,2,2,0,1,,,,,,,Wild
F148,148,HE,Mb,8,8,1,2,8,3,1,1,169,6,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.631,,2,1,1,0.5,1,0.75862069,0.57360203,0.544463983,,,Wild
F168,168,HM,Co,9,8,1,2,8,3,2,3,175,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Cultivated
F188,188,HM,Mb,10,8,1,2,8,3,6,2,190,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.207,,2,1,1,0.5,0.846153846,0.647058824,0.554677506,,,,Cultivated
F208,208,IT1,Co,11,8,1,2,8,3,4,1,181,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,pland had dark and light green patches on leaves during herbivore infestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.382,,2,1,1,0.5,,,,,,,Cultivated
F228,228,IT1,Mb,12,8,1,2,8,3,4,4,184,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.998,,2,2,0,1,1.294117647,1.128205128,0.909370289,0.81729561,,,Cultivated
F248,248,KI,Co,13,8,1,2,8,3,2,1,173,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.425,,2,1,1,0.5,,,,,,,Wild
F268,268,KI,Mb,14,8,1,2,8,3,3,2,178,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.201,,2,2,0,1,1.692307692,1.466666667,0.935817154,0.895013333,,,Wild
F288,288,KT,Co,15,8,1,2,8,3,5,4,188,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.999,,2,2,0,1,,,,,,,Cultivated
F308,308,KT,Mb,16,8,1,2,8,3,3,1,177,5,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3295,,2,2,0,1,1.222222222,1.157894737,0.909370289,0.81729561,,,Cultivated
F408,408,MC,Co,21,8,1,2,8,3,5,1,185,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.148,,2,1,1,0.5,,,,,,,Cultivated
F428,428,MC,Mb,22,8,1,2,8,3,1,2,170,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3065,,2,2,0,1,1.428571429,1.235294118,0.909370289,0.81729561,,,Cultivated
F328,328,OH,Co,17,8,1,2,8,3,2,4,176,0,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553,,2,1,1,0.5,,,,,,,Wild
F348,348,OH,Mb,18,8,1,2,8,3,6,3,191,8,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.376,,2,1,1,0.5,0.916666667,0.88,0.57360203,0.544463983,,,Wild
F368,368,RI,Co,19,8,1,2,8,3,6,4,192,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.799,,2,2,0,1,,,,,0.2034,,Cultivated
F379,379,RI,Co,19,19,1,2,8,3,4,5,NA,0,2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Cultivated
F380,380,RI,Co,19,20,1,2,8,3,5,5,NA,0,2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.598,,2,1,1,0.5,,,,,,,Cultivated
F388,388,RI,Mb,20,8,1,2,8,3,3,4,180,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.012,,2,2,0,1,1.826086957,1.511111111,0.909370289,0.81729561,0.444,,Cultivated
F397,397,RI,Mb,20,17,1,2,8,3,3,5,NA,3,2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.729,,2,1,1,0.5,0.913043478,0.755555556,0.554677506,0.489918939,,,Cultivated
F487,487,RI,S,25,7,1,2,8,3,1,5,NA,NA,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.99,,2,1,1,0.5,,,,,,,Cultivated
F488,488,RI,S,25,8,1,2,8,3,6,5,NA,NA,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.413,,2,2,0,1,,,,,,,Cultivated
CTRL5,U5,Un,S,26,5,1,2,8,3,2,5,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
F448,448,VL,Co,23,8,1,2,8,3,2,2,174,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1735,,2,2,0,1,,,,,,,Wild
F468,468,VL,Mb,24,8,1,2,8,3,1,3,171,3,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.725,,2,2,0,1,1.1,1.047619048,0.935817154,,,,Wild
F009,9,CD,Co,1,9,1,2,9,4,2,2,198,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"One caterpillar added because one caterpillar did not survive infestion the day before., Number of caterpillar found in tubes did not equal number of caterpillar written down.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,,2,2,0,1,,,,,,,Cultivated
F029,29,CD,Mb,2,9,1,2,9,4,6,4,216,5,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,little bit of trips damage observed during caterpillar infestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.036,,2,1,1,0.5,0.846153846,0.647058824,0.554677506,0.489918939,,,Cultivated
F049,49,DD,Co,3,9,1,2,9,4,4,2,206,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9285,,2,2,0,1,,,,,,,Wild
F069,69,DD,Mb,4,9,1,2,9,4,5,4,212,8,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854,,2,1,1,0.5,0.733333333,0.846153846,0.57360203,0.544463983,,,Wild
F089,89,GO1,Co,5,9,1,2,9,4,2,3,199,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1985,,2,2,0,1,,,,,,,Cultivated
F109,109,GO1,Mb,6,9,1,2,9,4,2,4,200,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9475,,2,2,0,1,1.222222222,1.189189189,0.909370289,0.81729561,,,Cultivated
F129,129,HE,Co,7,9,1,2,9,4,3,4,204,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Wild
F149,149,HE,Mb,8,9,1,2,9,4,6,2,214,6,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,,2,2,0,1,2,1.517241379,0.935817154,0.895013333,,,Wild
F169,169,HM,Co,9,9,1,2,9,4,4,1,205,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Cultivated
F189,189,HM,Mb,10,9,1,2,9,4,6,1,213,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8625,,2,2,0,1,1.692307692,1.294117647,0.909370289,,,,Cultivated
F209,209,IT1,Co,11,9,1,2,9,4,5,1,209,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.148,,2,2,0,1,,,,,,,Cultivated
F229,229,IT1,Mb,12,9,1,2,9,4,1,3,195,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.668,,2,1,1,0.5,0.647058824,0.564102564,0.554677506,0.489918939,,,Cultivated
F249,249,KI,Co,13,9,1,2,9,4,5,2,210,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1365,,2,2,0,1,,,,,,,Wild
F269,269,KI,Mb,14,9,1,2,9,4,3,1,201,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.741,,2,2,0,1,1.692307692,1.466666667,0.935817154,0.895013333,,,Wild
F289,289,KT,Co,15,9,1,2,9,4,1,2,194,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.993,,2,1,1,0.5,,,,,,,Cultivated
F309,309,KT,Mb,16,9,1,2,9,4,4,4,208,5,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.067,,2,1,1,0.5,0.611111111,0.578947368,0.554677506,0.489918939,,,Cultivated
F409,409,MC,Co,21,9,1,2,9,4,3,2,202,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Cultivated
F429,429,MC,Mb,22,9,1,2,9,4,4,3,207,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0945,,2,2,0,1,1.428571429,1.235294118,0.909370289,0.81729561,,,Cultivated
F329,329,OH,Co,17,9,1,2,9,4,2,1,197,0,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5435,,2,2,0,1,,,,,,,Wild
F349,349,OH,Mb,18,9,1,2,9,4,3,3,203,8,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.849,,2,1,1,0.5,0.916666667,0.88,0.57360203,0.544463983,,,Wild
F369,369,RI,Co,19,9,1,2,9,4,1,1,193,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.244,,2,1,1,0.5,,,,,0.4428,,Cultivated
F389,389,RI,Mb,20,9,1,2,9,4,5,3,211,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5705,,2,2,0,1,1.826086957,1.511111111,0.909370289,0.81729561,0.3082,,Cultivated
F449,449,VL,Co,23,9,1,2,9,4,1,4,196,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.128,,2,2,0,1,,,,,,,Wild
F469,469,VL,Mb,24,9,1,2,9,4,6,3,215,3,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.835,,2,1,1,0.5,0.55,0.523809524,0.57360203,,,,Wild
F010,10,CD,Co,1,10,1,2,10,4,1,1,217,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.153,,2,1,1,0.5,,,,,,,Cultivated
FE1,E1,CD,Co,1,E1,1,2,10,4,4,7,NA,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.938,,2,1,1,0.5,,,,,0.9739,,Cultivated
F030,30,CD,Mb,2,10,1,2,10,4,2,4,224,5,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8115,,2,2,0,1,1.692307692,1.294117647,0.909370289,0.81729561,,,Cultivated
F050,50,DD,Co,3,10,1,2,10,4,6,2,238,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8835,,2,2,0,1,,,,,,,Wild
F070,70,DD,Mb,4,10,1,2,10,4,5,1,233,8,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.121,,2,1,1,0.5,0.733333333,0.846153846,0.57360203,0.544463983,,,Wild
F090,90,GO1,Co,5,10,1,2,10,4,5,4,236,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7995,,2,2,0,1,,,,,,,Cultivated
F110,110,GO1,Mb,6,10,1,2,10,4,3,2,226,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.809,,2,1,1,0.5,0.611111111,0.594594595,0.554677506,0.489918939,,,Cultivated
F130,130,HE,Co,7,10,1,2,10,4,4,4,232,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.701,,2,2,0,1,,,,,,,Wild
F150,150,HE,Mb,8,10,1,2,10,4,6,4,240,6,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,,,Wild
FE43,E43,HE,Mb,8,E43,1,2,10,4,1,7,NA,6,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.589,,2,2,0,1,2,1.517241379,0.935817154,0.895013333,0.4831,,Wild
F170,170,HM,Co,9,10,1,2,10,4,6,1,237,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,plant severely damaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.77,,2,2,0,1,,,,,,,Cultivated
F190,190,HM,Mb,10,10,1,2,10,4,1,4,220,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,little bit of trips damage observed during caterpillar infestation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,,,,Cultivated
F210,210,IT1,Co,11,10,1,2,10,4,4,3,231,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.022,,2,1,1,0.5,,,,,,,Cultivated
FE61,E61,IT1,Co,11,E61,1,2,10,4,6,3,NA,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.909,,2,1,1,0.5,,,,,0.5208,,Cultivated
F230,230,IT1,Mb,12,10,1,2,10,4,1,2,218,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7335,,2,2,0,1,1.294117647,1.128205128,0.909370289,0.81729561,,,Cultivated
FE67,E67,IT1,Mb,12,E67,1,2,10,4,7,5,NA,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.733,,2,1,1,0.5,0.647058824,0.564102564,0.554677506,0.489918939,0.524,,Cultivated
F250,250,KI,Co,13,10,1,2,10,4,2,3,223,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91,,2,1,1,0.5,,,,,,,Wild
F270,270,KI,Mb,14,10,1,2,10,4,3,3,227,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.621,,2,1,1,0.5,0.846153846,0.733333333,0.57360203,0.544463983,,,Wild
F290,290,KT,Co,15,10,1,2,10,4,6,3,239,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.274,,2,1,1,0.5,,,,,,,Cultivated
FE73,E73,KT,Co,15,E73,1,2,10,4,2,7,NA,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.848,,2,1,1,0.5,,,,,0.1738,,Cultivated
F310,310,KT,Mb,16,10,1,2,10,4,5,3,235,5,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.273,,2,2,0,1,1.222222222,1.157894737,0.909370289,0.81729561,,,Cultivated
FE79,E79,KT,Mb,16,E79,1,2,10,4,5,7,NA,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2915,,2,2,0,1,1.222222222,1.157894737,0.909370289,0.81729561,0.2483,,Cultivated
F410,410,MC,Co,21,10,1,2,10,4,2,2,222,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.314,,2,1,1,0.5,,,,,,,Cultivated
F430,430,MC,Mb,22,10,1,2,10,4,2,1,221,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.357,,2,2,0,1,1.428571429,1.235294118,0.909370289,0.81729561,,,Cultivated
F330,330,OH,Co,17,10,1,2,10,4,3,4,228,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plant had (nearly) no damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,,,,,,,Wild
